,Televisor_analogico,Televisor_con_decodificador,Televisor_digital,Telefono_celular,Computadora_escritorio,Laptop,Internet,Estrato_socioeconomico,Tipo_de_entorno
19690,Si,No,No,Si,No,No,No,Medio bajo,Urbano
19691,No,No,Si,Si,No,No,No,Bajo,Rural
19692,No,No,Si,Si,No,No,No,Bajo,Rural
19693,Si,No,No,Si,No,Si,No,Bajo,Rural
19694,Si,No,Si,Si,No,Si,Si,Alto,Urbano
19695,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
19696,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
19697,Si,No,No,Si,Si,No,Si,Alto,Urbano
19698,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
19699,Si,No,No,Si,Si,Si,Si,Alto,Urbano
19700,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
19701,No,No,Si,Si,Si,Si,Si,Alto,Urbano
19702,No,No,Si,Si,No,No,Si,Alto,Urbano
19703,No,No,Si,Si,No,Si,Si,Alto,Urbano
19704,Si,No,Si,Si,No,Si,Si,Alto,Urbano
19705,Si,No,Si,Si,No,Si,Si,Alto,Urbano
19706,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19707,Si,Si,No,Si,No,No,No,Medio bajo,Rural
19708,Si,No,No,Si,No,No,No,Medio bajo,Rural
19709,No,No,Si,Si,Si,Si,Si,Alto,Urbano
19710,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
19711,Si,No,Si,Si,No,Si,No,Alto,Urbano
19712,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
19713,No,No,Si,Si,No,Si,Si,Alto,Urbano
19714,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
19715,No,No,Si,Si,No,Si,Si,Alto,Urbano
19716,Si,No,Si,Si,Si,No,Si,Alto,Urbano
19717,No,No,Si,Si,Si,No,Si,Alto,Urbano
19718,No,No,Si,Si,No,Si,Si,Alto,Urbano
19719,Si,Si,No,Si,No,No,No,Bajo,Rural
19720,Si,No,Si,Si,No,Si,Si,Bajo,Rural
19721,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19722,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
19723,No,No,Si,Si,No,No,No,Medio bajo,Urbano
19724,Si,No,No,Si,No,Si,No,Medio bajo,Urbano
19725,Si,No,Si,Si,Si,No,Si,Medio bajo,Urbano
19726,No,Si,Si,Si,No,No,No,Medio bajo,Rural
19727,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19728,No,No,Si,Si,No,No,No,Medio bajo,Rural
19729,No,No,Si,Si,No,No,No,Medio bajo,Rural
19730,No,No,Si,Si,No,No,No,Medio bajo,Rural
19731,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
19732,No,Si,Si,Si,Si,No,Si,Medio bajo,Rural
19733,No,No,Si,Si,No,No,No,Medio bajo,Rural
19734,No,No,Si,Si,No,No,No,Medio bajo,Rural
19735,No,Si,Si,Si,No,No,No,Medio bajo,Rural
19736,Si,No,No,Si,No,Si,No,Medio bajo,Rural
19737,No,No,Si,Si,No,No,No,Medio bajo,Rural
19738,No,No,Si,Si,No,Si,No,Medio bajo,Rural
19739,No,No,Si,Si,No,Si,No,Medio bajo,Rural
19740,No,No,Si,Si,No,Si,No,Medio bajo,Rural
19741,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19742,No,Si,Si,Si,No,No,No,Medio bajo,Rural
19743,Si,No,No,Si,No,No,No,Medio bajo,Rural
19744,No,No,Si,Si,No,No,No,Medio bajo,Urbano
19745,No,No,Si,Si,No,No,No,Bajo,Rural
19746,No,No,Si,Si,No,No,No,Bajo,Urbano
19747,No,Si,Si,Si,No,No,No,Medio bajo,Urbano
19748,No,No,Si,Si,No,No,No,Medio bajo,Urbano
19749,No,No,Si,Si,No,No,No,Medio bajo,Rural
19750,No,No,Si,Si,No,No,No,Medio bajo,Rural
19751,No,No,Si,Si,No,No,No,Medio bajo,Rural
19752,No,No,Si,Si,No,No,No,Medio bajo,Rural
19753,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
19754,No,No,Si,Si,No,No,No,Medio bajo,Rural
19755,No,No,Si,Si,No,Si,No,Bajo,Rural
19756,Si,Si,No,Si,No,No,No,Bajo,Rural
19757,No,No,Si,Si,No,No,No,Bajo,Rural
19758,No,No,No,Si,No,No,Si,Bajo,Rural
19759,Si,Si,Si,Si,No,No,No,Bajo,Rural
19760,No,No,Si,No,No,No,No,Bajo,Rural
19761,Si,No,No,Si,No,No,Si,Medio alto,Urbano
19762,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
19763,No,No,Si,Si,No,No,Si,Medio alto,Urbano
19764,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
19765,No,No,Si,Si,No,Si,Si,Alto,Urbano
19766,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
19767,No,No,Si,Si,Si,No,No,Medio alto,Urbano
19768,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
19769,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
19770,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
19771,Si,Si,No,Si,No,No,Si,Medio alto,Urbano
19772,Si,Si,No,Si,No,No,Si,Medio alto,Urbano
19773,No,No,Si,Si,No,No,Si,Medio alto,Urbano
19774,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
19775,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
19776,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
19777,No,Si,Si,Si,No,Si,Si,Bajo,Rural
19778,No,No,Si,Si,No,No,No,Bajo,Rural
19779,No,No,Si,Si,No,No,No,Bajo,Rural
19780,No,No,No,Si,No,Si,No,Bajo,Rural
19781,Si,No,No,Si,Si,No,No,Medio bajo,Rural
19782,Si,Si,No,Si,No,Si,No,Medio bajo,Rural
19783,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19784,No,No,No,No,No,No,No,Medio bajo,Rural
19785,Si,No,No,No,No,No,No,Medio bajo,Rural
19786,No,No,No,Si,No,No,No,Medio bajo,Rural
19787,Si,No,No,Si,No,No,No,Medio bajo,Rural
19788,Si,Si,No,No,No,No,Si,Medio bajo,Rural
19789,Si,No,No,Si,No,No,Si,Alto,Urbano
19790,No,No,Si,Si,No,No,No,Bajo,Rural
19791,No,No,No,No,No,No,No,Bajo,Rural
19792,Si,Si,No,Si,No,No,No,Bajo,Rural
19793,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
19794,No,No,Si,No,No,No,No,Medio alto,Urbano
19795,Si,Si,No,Si,No,No,Si,Medio alto,Urbano
19796,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
19797,No,No,Si,Si,No,No,Si,Medio alto,Urbano
19798,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
19799,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
19800,Si,No,No,Si,No,No,No,Medio alto,Urbano
19801,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
19802,Si,Si,No,Si,No,No,No,Medio alto,Urbano
19803,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
19804,No,No,Si,Si,Si,Si,Si,Alto,Urbano
19805,No,No,Si,No,Si,No,Si,Medio bajo,Urbano
19806,No,No,Si,No,No,No,No,Bajo,Rural
19807,No,No,Si,Si,No,No,No,Bajo,Rural
19808,No,No,Si,Si,No,Si,No,Bajo,Rural
19809,Si,No,Si,Si,No,No,No,Bajo,Rural
19810,Si,No,Si,Si,No,No,No,Bajo,Rural
19811,No,No,Si,Si,No,No,No,Bajo,Rural
19812,No,No,Si,Si,No,No,No,Bajo,Rural
19813,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
19814,Si,No,Si,Si,Si,Si,No,Medio bajo,Urbano
19815,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
19816,No,Si,No,Si,No,No,Si,Medio bajo,Urbano
19817,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
19818,No,No,Si,No,No,No,No,Bajo,Rural
19819,No,No,Si,Si,No,No,No,Bajo,Rural
19820,No,No,Si,No,No,No,No,Bajo,Rural
19821,Si,No,Si,No,No,No,No,Bajo,Rural
19822,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
19823,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
19824,No,No,Si,Si,No,No,No,Medio alto,Urbano
19825,No,No,Si,Si,No,Si,Si,Alto,Urbano
19826,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
19827,Si,Si,No,Si,No,No,Si,Medio alto,Urbano
19828,Si,No,No,Si,No,No,Si,Medio alto,Urbano
19829,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19830,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
19831,Si,No,No,Si,No,No,No,Medio bajo,Rural
19832,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19833,No,No,Si,Si,No,No,No,Medio bajo,Urbano
19834,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
19835,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
19836,No,No,Si,No,No,No,No,Medio bajo,Urbano
19837,Si,No,No,Si,No,Si,Si,Alto,Urbano
19838,No,No,Si,Si,Si,Si,Si,Alto,Urbano
19839,Si,No,Si,Si,No,Si,Si,Alto,Urbano
19840,No,No,Si,Si,Si,Si,Si,Alto,Urbano
19841,No,No,Si,Si,No,Si,Si,Alto,Urbano
19842,No,No,Si,Si,No,Si,Si,Alto,Urbano
19843,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
19844,Si,No,No,Si,No,No,No,Medio bajo,Urbano
19845,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
19846,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19847,Si,No,Si,Si,Si,No,Si,Medio bajo,Urbano
19848,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
19849,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19850,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
19851,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
19852,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19853,No,No,No,No,No,No,No,Medio bajo,Urbano
19854,No,Si,Si,Si,Si,No,Si,Medio bajo,Urbano
19855,No,No,Si,Si,No,No,Si,Medio alto,Urbano
19856,No,No,No,Si,No,No,No,Medio alto,Urbano
19857,Si,No,No,Si,No,No,No,Alto,Urbano
19858,No,No,Si,Si,No,No,Si,Alto,Urbano
19859,No,No,Si,Si,No,No,No,Alto,Urbano
19860,No,No,Si,No,No,Si,Si,Alto,Urbano
19861,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19862,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19863,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
19864,No,No,Si,Si,No,No,No,Bajo,Urbano
19865,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
19866,No,No,Si,Si,No,Si,No,Medio alto,Urbano
19867,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
19868,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19869,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19870,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
19871,Si,No,Si,Si,No,Si,No,Medio bajo,Rural
19872,No,No,Si,No,No,No,No,Medio bajo,Rural
19873,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19874,No,No,No,Si,No,No,No,Medio bajo,Rural
19875,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
19876,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19877,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19878,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Rural
19879,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
19880,Si,Si,No,Si,No,No,No,Bajo,Rural
19881,Si,No,Si,Si,No,No,No,Bajo,Rural
19882,No,No,Si,No,No,No,No,Bajo,Rural
19883,Si,No,Si,Si,No,No,No,Bajo,Rural
19884,Si,No,No,No,No,No,No,Bajo,Rural
19885,Si,No,No,Si,No,No,No,Medio bajo,Urbano
19886,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
19887,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
19888,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
19889,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
19890,Si,No,No,No,No,No,Si,Medio bajo,Urbano
19891,Si,No,No,Si,No,No,Si,Bajo,Urbano
19892,No,No,Si,Si,No,No,Si,Bajo,Urbano
19893,No,No,Si,Si,No,No,No,Bajo,Urbano
19894,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
19895,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19896,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19897,No,No,No,Si,No,No,No,Medio bajo,Rural
19898,Si,No,No,Si,No,No,No,Medio bajo,Rural
19899,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19900,No,No,Si,No,No,No,No,Medio bajo,Rural
19901,No,No,Si,Si,No,No,Si,Medio bajo,Rural
19902,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
19903,No,Si,Si,Si,No,Si,Si,Medio bajo,Rural
19904,No,No,Si,Si,No,No,Si,Bajo,Rural
19905,No,No,Si,Si,No,No,No,Bajo,Rural
19906,No,No,No,Si,No,No,No,Bajo,Rural
19907,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
19908,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
19909,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
19910,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
19911,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19912,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
19913,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
19914,Si,No,No,No,No,No,No,Medio bajo,Urbano
19915,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19916,No,No,Si,Si,No,No,Si,Bajo,Rural
19917,Si,No,No,No,No,No,No,Bajo,Rural
19918,No,No,No,No,No,No,No,Bajo,Rural
19919,Si,No,No,Si,No,No,No,Bajo,Rural
19920,No,No,No,Si,No,No,No,Bajo,Rural
19921,No,No,Si,No,No,No,No,Bajo,Rural
19922,No,No,Si,No,No,No,No,Bajo,Rural
19923,Si,No,No,Si,No,Si,Si,Bajo,Rural
19924,Si,No,Si,No,No,No,No,Bajo,Rural
19925,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
19926,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
19927,No,No,Si,Si,No,No,Si,Alto,Urbano
19928,Si,No,No,Si,No,Si,No,Alto,Urbano
19929,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
19930,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
19931,Si,No,No,Si,No,No,No,Medio bajo,Urbano
19932,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19933,No,No,Si,No,No,No,No,Medio bajo,Urbano
19934,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19935,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
19936,Si,No,Si,Si,No,No,No,Medio bajo,Rural
19937,No,No,Si,Si,No,No,No,Medio bajo,Rural
19938,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
19939,Si,No,No,Si,No,No,No,Medio bajo,Rural
19940,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
19941,No,No,Si,Si,No,No,No,Medio alto,Urbano
19942,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
19943,No,No,Si,Si,No,No,No,Bajo,Urbano
19944,Si,Si,No,Si,No,Si,Si,Alto,Urbano
19945,No,No,Si,No,No,No,No,Alto,Urbano
19946,Si,No,No,No,No,Si,Si,Alto,Urbano
19947,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
19948,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
19949,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
19950,Si,No,Si,Si,No,No,Si,Bajo,Urbano
19951,No,No,Si,Si,No,No,No,Bajo,Urbano
19952,No,No,Si,Si,No,Si,No,Bajo,Urbano
19953,No,No,Si,Si,No,No,No,Bajo,Urbano
19954,No,No,Si,Si,No,No,No,Bajo,Urbano
19955,No,No,Si,Si,No,Si,Si,Bajo,Urbano
19956,No,No,Si,Si,No,No,No,Bajo,Urbano
19957,Si,No,No,Si,No,No,No,Bajo,Urbano
19958,Si,No,Si,Si,No,No,No,Bajo,Urbano
19959,No,No,Si,Si,No,Si,No,Bajo,Urbano
19960,No,No,No,Si,No,No,No,Bajo,Urbano
19961,No,No,Si,Si,No,No,No,Bajo,Urbano
19962,Si,No,Si,Si,No,No,No,Bajo,Urbano
19963,No,No,Si,No,No,No,No,Bajo,Rural
19964,No,No,Si,No,No,No,No,Bajo,Rural
19965,No,No,No,Si,No,No,No,Bajo,Rural
19966,No,No,Si,No,No,No,No,Bajo,Rural
19967,No,No,Si,Si,No,No,No,Bajo,Rural
19968,No,No,No,Si,No,No,No,Bajo,Rural
19969,No,No,Si,Si,No,No,No,Bajo,Rural
19970,No,No,Si,Si,No,No,Si,Medio alto,Urbano
19971,No,No,Si,No,No,No,No,Medio alto,Urbano
19972,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
19973,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
19974,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
19975,Si,No,No,Si,No,No,No,Medio bajo,Urbano
19976,Si,No,Si,No,No,No,Si,Medio bajo,Urbano
19977,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
19978,Si,Si,Si,Si,Si,No,Si,Medio alto,Urbano
19979,Si,Si,Si,No,No,No,No,Medio alto,Urbano
19980,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
19981,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
19982,No,No,No,No,No,No,No,Medio alto,Urbano
19983,No,No,Si,Si,No,No,Si,Medio alto,Urbano
19984,Si,Si,No,No,No,No,No,Bajo,Rural
19985,No,No,Si,Si,No,No,No,Bajo,Rural
19986,No,No,Si,No,No,No,No,Bajo,Rural
19987,No,No,No,No,No,No,No,Bajo,Rural
19988,No,No,No,Si,No,No,No,Bajo,Rural
19989,No,No,Si,Si,No,No,No,Bajo,Rural
19990,No,No,Si,Si,No,No,Si,Bajo,Rural
19991,No,No,No,Si,No,No,No,Bajo,Rural
19992,No,No,Si,Si,No,No,No,Bajo,Rural
19993,Si,No,No,No,No,No,No,Bajo,Rural
19994,No,No,Si,Si,No,No,No,Bajo,Urbano
19995,Si,No,Si,Si,Si,No,No,Medio bajo,Urbano
19996,Si,No,No,Si,No,Si,No,Medio bajo,Urbano
19997,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
19998,Si,No,Si,Si,No,No,No,Alto,Urbano
19999,No,No,Si,Si,No,No,No,Alto,Urbano
20000,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
20001,No,No,Si,Si,No,No,No,Bajo,Rural
20002,No,No,Si,No,No,No,No,Bajo,Rural
20003,No,No,Si,No,No,No,No,Bajo,Rural
20004,No,No,Si,No,No,No,No,Bajo,Rural
20005,No,No,Si,Si,No,No,No,Bajo,Rural
20006,No,No,Si,Si,No,Si,Si,Bajo,Rural
20007,No,No,No,Si,No,No,No,Bajo,Rural
20008,No,No,Si,No,No,No,No,Bajo,Rural
20009,No,No,No,No,No,No,No,Bajo,Rural
20010,No,No,Si,Si,No,No,No,Bajo,Rural
20011,No,No,Si,Si,No,No,No,Bajo,Rural
20012,No,Si,Si,Si,No,No,Si,Medio alto,Urbano
20013,No,No,Si,No,No,No,No,Medio alto,Urbano
20014,No,No,No,Si,No,No,No,Bajo,Rural
20015,No,No,No,No,No,No,Si,Bajo,Rural
20016,Si,No,No,No,No,No,Si,Bajo,Rural
20017,No,No,No,No,Si,Si,No,Bajo,Rural
20018,No,No,Si,No,No,No,Si,Bajo,Rural
20019,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20020,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20021,No,No,No,Si,No,No,Si,Bajo,Urbano
20022,No,No,Si,Si,No,No,No,Bajo,Urbano
20023,No,No,Si,No,No,No,No,Bajo,Urbano
20024,Si,Si,Si,Si,No,No,No,Bajo,Urbano
20025,Si,Si,No,No,No,No,No,Bajo,Urbano
20026,No,No,Si,No,No,No,Si,Bajo,Urbano
20027,Si,No,No,Si,No,No,Si,Bajo,Rural
20028,Si,Si,Si,Si,No,No,No,Bajo,Rural
20029,Si,No,Si,Si,No,No,Si,Bajo,Rural
20030,No,Si,Si,Si,No,No,No,Bajo,Rural
20031,Si,Si,No,Si,No,No,No,Bajo,Rural
20032,No,No,Si,Si,No,No,No,Bajo,Rural
20033,Si,No,Si,Si,No,Si,No,Bajo,Rural
20034,No,No,Si,Si,No,Si,Si,Bajo,Rural
20035,Si,No,No,Si,No,No,Si,Bajo,Rural
20036,Si,No,No,No,No,No,No,Bajo,Rural
20037,No,Si,No,Si,No,No,No,Bajo,Rural
20038,Si,No,No,No,No,No,No,Bajo,Rural
20039,No,No,Si,No,No,No,No,Bajo,Rural
20040,Si,No,Si,Si,No,No,No,Bajo,Rural
20041,No,No,Si,Si,No,No,No,Bajo,Rural
20042,No,No,Si,Si,No,No,No,Bajo,Urbano
20043,Si,No,Si,Si,No,No,No,Bajo,Urbano
20044,Si,No,No,Si,No,No,No,Bajo,Urbano
20045,No,No,Si,Si,No,No,Si,Bajo,Urbano
20046,Si,No,No,Si,No,No,No,Bajo,Urbano
20047,No,No,Si,Si,No,Si,No,Bajo,Urbano
20048,Si,No,Si,Si,No,Si,Si,Bajo,Urbano
20049,No,No,Si,Si,No,No,No,Bajo,Rural
20050,No,No,Si,Si,No,No,No,Bajo,Rural
20051,No,No,Si,Si,No,No,No,Bajo,Rural
20052,No,No,Si,Si,No,No,No,Bajo,Rural
20053,Si,No,No,Si,No,No,No,Medio bajo,Rural
20054,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20055,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20056,Si,Si,No,Si,Si,Si,Si,Medio alto,Urbano
20057,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20058,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20059,No,No,Si,Si,No,No,No,Medio alto,Urbano
20060,No,No,Si,Si,No,No,No,Medio alto,Urbano
20061,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20062,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20063,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20064,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20065,Si,No,Si,Si,No,Si,Si,Bajo,Rural
20066,No,No,No,No,No,No,No,Bajo,Rural
20067,No,No,Si,Si,No,Si,Si,Bajo,Rural
20068,No,No,No,No,No,No,No,Bajo,Rural
20069,No,No,Si,Si,No,No,Si,Bajo,Rural
20070,No,No,No,No,No,No,No,Bajo,Rural
20071,No,No,Si,Si,No,No,Si,Bajo,Rural
20072,Si,No,Si,Si,No,Si,Si,Bajo,Rural
20073,Si,No,Si,Si,Si,No,Si,Bajo,Rural
20074,No,No,Si,Si,No,Si,Si,Bajo,Rural
20075,No,No,Si,No,No,No,No,Bajo,Rural
20076,No,No,Si,Si,No,No,No,Bajo,Rural
20077,No,No,Si,Si,No,No,Si,Bajo,Rural
20078,No,No,No,Si,No,No,No,Bajo,Rural
20079,No,No,Si,Si,No,No,No,Bajo,Rural
20080,No,Si,Si,Si,No,Si,No,Bajo,Rural
20081,Si,No,No,Si,No,No,No,Bajo,Rural
20082,Si,No,No,Si,No,No,No,Alto,Urbano
20083,Si,Si,Si,Si,No,Si,No,Alto,Urbano
20084,No,No,Si,Si,No,Si,Si,Alto,Urbano
20085,Si,No,Si,Si,No,No,No,Alto,Urbano
20086,No,No,No,Si,No,No,No,Alto,Urbano
20087,No,No,Si,Si,No,Si,No,Alto,Urbano
20088,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20089,No,No,No,Si,No,No,No,Medio bajo,Rural
20090,No,No,Si,Si,No,No,No,Medio bajo,Rural
20091,No,No,Si,Si,No,Si,No,Medio bajo,Rural
20092,Si,Si,No,Si,No,No,No,Medio bajo,Rural
20093,No,Si,Si,Si,No,Si,No,Medio bajo,Rural
20094,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
20095,No,No,Si,Si,No,No,No,Medio bajo,Rural
20096,No,No,Si,Si,No,No,Si,Alto,Urbano
20097,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
20098,No,No,Si,No,No,No,No,Alto,Urbano
20099,No,Si,Si,Si,No,Si,Si,Alto,Urbano
20100,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
20101,No,No,Si,No,No,No,No,Medio bajo,Urbano
20102,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
20103,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20104,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20105,Si,No,No,Si,Si,No,Si,Medio bajo,Urbano
20106,No,No,Si,Si,No,No,No,Bajo,Rural
20107,No,No,Si,Si,No,Si,No,Bajo,Rural
20108,No,No,Si,Si,No,No,No,Bajo,Rural
20109,No,No,Si,No,No,No,No,Bajo,Rural
20110,No,No,No,No,No,No,No,Bajo,Urbano
20111,No,No,Si,Si,No,No,No,Bajo,Urbano
20112,No,No,No,Si,No,No,No,Bajo,Urbano
20113,No,No,Si,Si,No,No,No,Bajo,Rural
20114,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
20115,No,No,Si,Si,No,No,No,Medio bajo,Rural
20116,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20117,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20118,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
20119,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
20120,Si,No,Si,Si,Si,No,Si,Medio alto,Urbano
20121,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20122,Si,No,No,Si,No,No,Si,Medio alto,Urbano
20123,No,Si,Si,Si,Si,No,Si,Medio alto,Urbano
20124,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20125,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
20126,Si,Si,No,Si,No,No,Si,Medio alto,Urbano
20127,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20128,Si,No,Si,No,No,No,Si,Medio bajo,Urbano
20129,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
20130,No,No,Si,No,No,No,No,Medio bajo,Urbano
20131,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20132,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20133,No,No,Si,No,No,No,No,Bajo,Rural
20134,No,Si,Si,No,No,No,No,Bajo,Rural
20135,No,No,No,Si,No,No,No,Bajo,Rural
20136,No,No,Si,Si,No,Si,No,Medio bajo,Rural
20137,No,No,Si,Si,No,No,No,Medio bajo,Rural
20138,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20139,Si,No,Si,Si,Si,No,Si,Medio bajo,Rural
20140,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20141,No,No,Si,No,No,No,No,Medio bajo,Rural
20142,Si,No,No,No,No,No,No,Medio bajo,Rural
20143,No,No,No,No,No,No,No,Medio bajo,Rural
20144,Si,Si,No,Si,No,No,No,Medio bajo,Rural
20145,No,No,Si,Si,No,No,No,Medio bajo,Rural
20146,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20147,No,No,Si,Si,No,No,No,Medio bajo,Rural
20148,No,No,No,Si,No,No,No,Medio bajo,Rural
