UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
203336,5,1,2,2,2,1,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,380,,,2,,,2,,,2,,,1,3,1,2758,109,13,U,1,3
203339,5,1,1,2,2,1,1,1,1,2,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,1300,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,1,2812,110,13,U,1,3
203339,1,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,208,,2,,,2,,,3,1,3,2812,110,13,U,1,3
203339,2,1,1,2,2,1,1,2,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,450,,,2,,,2,,,2,,,1,3,1,2812,110,13,U,1,3
203339,3,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2812,110,13,U,1,3
203339,4,1,1,2,2,1,1,1,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,700,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,2812,110,13,U,1,3
203434,1,1,2,2,2,1,1,1,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2036,111,14,U,1,4
203434,3,1,2,2,2,1,1,2,2,2,2,4,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,430,,,1,203,,2,,,2,,,1,1,1,2036,111,14,U,1,4
203434,4,1,2,2,2,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,2,,,2,,,2,,,2,3,1,2036,111,14,U,1,4
203434,5,1,2,2,2,1,1,2,2,2,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,589,,,1,199,,2,,,2,,,1,1,1,2036,111,14,U,1,4
203527,4,1,2,2,2,1,1,1,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,349,,,2,,,2,,,2,,,1,3,1,3026,112,12,U,1,2
203527,5,1,2,2,2,1,1,1,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,3026,112,12,U,1,2
203527,1,1,2,2,2,1,1,1,2,2,2,2,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,1,350,,1,2,,,2,,,2,,,1,3,3,3026,112,12,U,1,2
203527,2,1,2,1,2,1,1,1,1,2,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,500,,,2,,,,2,,,2,,,2,,,1,1,3,3026,112,12,U,1,2
203527,3,1,1,1,1,2,1,1,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,400,,,2,,,,2,,,2,,,2,,,1,1,3,3026,112,12,U,1,2
203665,4,1,2,2,2,1,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,3065,113,13,U,1,3
203665,3,1,2,2,2,1,1,1,2,2,2,4,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,3065,113,13,U,1,3
203668,4,1,1,2,2,1,1,1,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,950,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,2907,114,13,U,1,3
203668,5,1,1,2,2,1,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,750,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,2907,114,13,U,1,3
203668,3,1,1,2,2,1,1,2,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,599,,,2,,,2,,,2,,,1,3,1,2907,114,13,U,1,3
203668,1,1,1,2,2,1,2,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,2,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2907,114,13,U,1,3
203709,1,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,126,115,11,U,1,1
203709,2,1,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,126,115,11,U,1,1
203709,3,1,2,2,2,1,1,1,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,480,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,2,126,115,11,U,1,1
203709,4,1,1,2,1,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,126,115,11,U,1,1
203946,4,1,2,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2434,116,12,U,1,2
203946,5,1,1,2,2,1,1,2,1,2,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2434,116,12,U,1,2
204770,4,1,2,2,2,2,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,1,569,,1,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,3,1,1855,129,14,U,1,4
204808,4,1,2,2,2,2,2,2,2,2,2,6,ACABAN DE LLEGAR DE OTRA CIUDAD,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592,130,12,U,1,2
204808,5,1,1,2,1,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2592,130,12,U,1,2
204808,1,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2592,130,12,U,1,2
204808,3,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2592,130,12,U,1,2
204815,3,1,2,2,2,1,1,1,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,1,1,3,2935,131,13,U,1,3
204815,4,1,1,1,1,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,4,TIENE PROBLEMAS PARA ESCUCHAR TIENE SORDERA PARCIAL,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935,131,13,U,1,3
204815,5,1,2,2,2,1,1,1,2,2,2,2,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,1,1,3,2935,131,13,U,1,3
204815,2,1,1,2,2,1,1,2,2,2,2,6,PORQUE ES DE LA TERCERA EDAD,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2935,131,13,U,1,3
204932,5,1,2,2,2,1,1,1,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,0,1,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2853,132,12,U,1,2
204932,3,1,2,2,2,2,2,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,132,12,U,1,2
204932,4,1,1,2,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,4,PORQUE NO TIENEN TELEVISION,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2853,132,12,U,1,2
204932,1,1,1,2,2,1,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,1,3,3,2853,132,12,U,1,2
206243,1,1,2,2,2,1,1,1,1,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,780,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1536,150,14,U,1,4
206243,2,1,2,1,2,1,1,2,2,2,2,4,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,2,3,1536,150,14,U,1,4
206243,3,1,2,1,1,1,1,2,2,2,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,700,,,2,,,2,,,2,,,1,3,1,1536,150,14,U,1,4
206243,4,1,1,1,2,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,590,,,1,390,,2,,,2,,,1,1,1,1536,150,14,U,1,4
206304,1,1,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3597,151,12,U,1,2
206304,2,1,1,2,2,1,1,2,2,2,2,4,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,3597,151,12,U,1,2
102172,17,1,1,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,385,,,2,,,2,,,2,,,1,3,1,820,63,1,U,2,3
102172,18,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,820,63,1,U,2,3
102207,19,1,2,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,2,3,748,64,1,U,2,2
102207,20,1,1,1,2,2,1,2,2,2,2,1,,1,1,2,2,2,1,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,9999,,1,3,3,748,64,1,U,2,2
102207,15,1,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,748,64,1,U,2,2
102207,16,1,2,1,1,2,1,2,1,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,560,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,748,64,1,U,2,2
102207,17,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,320,,2,,,2,,,3,2,3,748,64,1,U,2,2
102207,18,1,1,1,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,260,,2,,,2,,,3,2,3,748,64,1,U,2,2
102207,11,1,1,1,1,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,570,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,748,64,1,U,2,2
102207,12,1,1,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,748,64,1,U,2,2
102207,13,1,1,1,2,2,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,520,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,748,64,1,U,2,2
102207,14,1,1,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,500,,2,,,2,,,3,1,3,748,64,1,U,2,2
102207,1,1,1,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,605,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,2,748,64,1,U,2,2
102207,2,1,1,2,2,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,453,,,2,,,2,,,2,,,1,3,1,748,64,1,U,2,2
102207,6,1,1,2,2,1,1,1,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,550,,,2,,,,2,,,2,,,2,,,1,2,3,748,64,1,U,2,2
102207,7,1,1,1,2,2,1,2,2,2,2,4,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,370,,,2,,,,2,,,2,,,2,,,1,8,3,748,64,1,U,2,2
102207,8,1,2,1,1,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,64,1,U,2,2
102207,9,1,1,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,64,1,U,2,2
102207,10,1,2,2,2,1,1,2,1,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,550,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,748,64,1,U,2,2
102207,4,1,2,1,1,2,1,2,2,2,1,,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,748,64,1,U,2,2
102207,5,1,2,2,2,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,340,,1,3,3,748,64,1,U,2,2
102239,3,1,2,1,2,1,1,2,2,2,2,4,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,1421,65,6,U,3,3
102239,3,2,2,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,206,,2,,,2,,,1,1,1,1421,65,6,U,3,3
101563,5,1,1,2,2,1,1,2,1,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,1,,,1,1,1,1,1,2,2,,,,1,400,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,457,44,5,U,1,4
101563,3,1,1,2,2,1,1,2,1,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,1200,,,2,,,,2,,,2,,,2,,,1,1,3,457,44,5,U,1,4
101567,4,1,2,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,530,,,1,350,,2,,,2,,,1,1,1,490,45,5,U,1,4
101567,5,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,4,NOTIENE TELEVISION,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,333,,,2,,,2,,,2,,,1,3,1,490,45,5,U,1,4
101567,1,1,1,2,2,1,1,1,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,1,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,2,,,2,,,2,,,1,3,1,490,45,5,U,1,4
101573,4,1,1,1,1,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,560,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,977,46,3,U,1,2
101573,5,1,2,2,2,1,1,1,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,1,300,,2,,,2,,,2,2,2,977,46,3,U,1,2
101573,1,1,1,2,2,1,1,1,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,398,,,2,,,,2,,,2,,,2,,,1,1,3,977,46,3,U,1,2
101573,2,1,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,46,3,U,1,2
101573,3,1,1,2,2,1,1,2,2,2,2,6,LA REGALARON,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,450,,,2,,,,2,,,2,,,2,,,1,1,3,977,46,3,U,1,2
101581,1,1,1,1,1,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1005,47,3,U,1,2
101581,2,1,1,1,1,2,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,275,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1005,47,3,U,1,2
101581,3,1,1,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,380,,1,3,3,1005,47,3,U,1,2
101581,4,1,1,1,1,2,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1005,47,3,U,1,2
101581,5,1,1,1,1,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1005,47,3,U,1,2
101601,4,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1188,48,4,U,1,3
101601,5,1,2,2,2,1,1,2,2,2,2,4,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,9999,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,2,1188,48,4,U,1,3
101601,1,1,1,1,1,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1188,48,4,U,1,3
101601,2,1,1,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,1188,48,4,U,1,3
101601,3,1,1,2,1,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,250,,2,,,2,,,3,1,3,1188,48,4,U,1,3
101617,4,1,2,2,2,1,1,2,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,250,,2,,,2,,,2,1,2,467,49,5,U,1,4
101617,5,1,2,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,3,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,1000,,,2,,,2,,,2,,,2,3,1,467,49,5,U,1,4
101617,1,1,1,1,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,200,,2,,,2,,,1,1,1,467,49,5,U,1,4
101617,2,1,1,1,1,2,1,2,1,2,2,,,2,,,,,,,,,,,,,,6,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,467,49,5,U,1,4
101622,4,1,2,1,2,2,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,1060,,,2,,,,2,,,2,,,2,,,1,1,3,504,50,5,U,1,4
101622,1,1,1,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,300,,2,3,3,504,50,5,U,1,4
101622,2,1,2,2,2,2,1,2,2,2,2,4,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,504,50,5,U,1,4
101622,3,1,1,2,2,1,1,2,2,2,2,4,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,504,50,5,U,1,4
101656,2,1,2,1,1,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,510,51,5,U,1,4
101656,1,1,2,2,2,1,1,1,2,2,2,4,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,510,51,5,U,1,4
101656,3,1,2,2,2,1,1,2,1,1,2,,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,510,51,5,U,1,4
101656,4,1,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,510,51,5,U,1,4
101656,5,1,1,1,1,1,1,2,1,2,2,,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,400,,2,,,2,,,3,2,3,510,51,5,U,1,4
101680,1,1,1,2,2,1,1,2,1,2,2,,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,880,52,3,U,1,2
