UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
206583,3,1,2,2,2,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,0,1,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,3056,153,13,U,1,3
206583,1,1,2,2,2,1,1,1,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,3056,153,13,U,1,3
206646,3,1,1,2,2,1,1,2,2,2,2,4,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1871,154,14,U,1,4
206646,4,1,1,2,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,4,NO HAY TIEMPO POR SUS ACTIVIDADES,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,390,,,2,,,2,,,2,,,1,3,1,1871,154,14,U,1,4
206646,5,1,2,2,2,1,1,1,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,550,,,2,,,,2,,,2,,,2,,,1,1,3,1871,154,14,U,1,4
301027,1,1,1,1,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,670,,,2,,,,2,,,2,,,2,,,1,1,3,381,218,18,U,2,4
301027,2,1,2,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,9999,,,1,168,,2,,,2,,,1,1,1,381,218,18,U,2,4
301027,4,1,2,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,4,NO LO USAN DESDE HACE CUATRO MESES,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,470,,,2,,,2,,,2,,,2,3,2,381,218,18,U,2,4
301027,5,1,2,2,2,2,1,2,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,4,NO TIENE TV,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,589,,1,3,3,381,218,18,U,2,4
301105,6,1,2,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,420,,,2,,,,2,,,2,,,2,,,1,1,3,97,223,15,U,2,1
301105,7,1,2,1,2,1,1,1,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,97,223,15,U,2,1
260057,20,1,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,274,166,9,R,4,1
300606,2,1,1,1,1,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,700,,,2,,,,2,,,2,,,2,,,1,1,3,405,206,24,U,1,4
300611,1,1,2,1,2,2,1,2,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,325,,2,,,2,,,1,2,1,453,207,24,U,1,4
300611,2,1,1,1,2,2,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,509,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,453,207,24,U,1,4
300611,4,1,2,1,2,2,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,400,,,2,,,,1,200,,2,,,2,,,1,1,3,453,207,24,U,1,4
300611,5,1,2,1,2,2,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,2,3,453,207,24,U,1,4
300627,2,1,1,2,2,1,1,2,2,2,2,6,NO TIENE TIEMPO DE USARLA,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,9999,,,2,,,,2,,,2,,,2,,,1,1,3,362,208,24,U,1,4
300627,4,1,1,2,2,1,1,2,1,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,460,,,2,,,2,,,2,,,2,3,2,362,208,24,U,1,4
300627,5,1,1,2,2,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,380,,,2,,,2,,,2,,,1,3,1,362,208,24,U,1,4
300631,1,1,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,422,209,24,U,1,4
300631,2,1,1,2,2,1,1,2,2,1,1,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,422,209,24,U,1,4
260115,4,1,2,2,2,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,750,,,2,,,,2,,,2,,,2,,,1,1,3,323,169,10,R,4,2
260115,1,1,1,2,1,1,1,2,1,2,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,350,,,2,,,2,,,2,,,1,3,1,323,169,10,R,4,2
260118,12,1,2,1,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,369,170,9,R,4,1
260118,13,1,2,1,2,2,1,2,1,1,2,,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,321,,2,,,1,230,,2,2,3,369,170,9,R,4,1
260118,15,1,2,1,2,2,1,1,2,2,1,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,240,,2,,,2,,,3,1,3,369,170,9,R,4,1
260118,7,1,1,1,2,2,1,2,2,2,2,3,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,320,,,2,,,,2,,,2,,,2,,,2,1,3,369,170,9,R,4,1
260118,2,1,1,1,1,1,1,2,1,2,2,,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,369,170,9,R,4,1
260118,6,1,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,369,170,9,R,4,1
260118,11,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,369,170,9,R,4,1
260118,18,1,2,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,219,,2,,,2,,,3,1,3,369,170,9,R,4,1
260118,17,1,1,1,1,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,326,,2,,,2,,,3,1,3,369,170,9,R,4,1
206646,1,1,1,2,2,1,1,2,2,2,2,4,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1871,154,14,U,1,4
206646,2,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1871,154,14,U,1,4
206649,3,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,92,155,11,U,1,1
206649,4,1,1,2,2,1,1,2,2,2,2,4,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,1,1,3,92,155,11,U,1,1
206649,1,1,1,2,2,2,1,2,1,2,2,,,1,1,2,2,2,1,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,100,,1,3,3,92,155,11,U,1,1
206649,2,1,1,1,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,199,,2,,,2,,,3,1,3,92,155,11,U,1,1
206649,5,1,1,1,2,1,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,700,,,2,,,,2,,,2,,,2,,,1,1,3,92,155,11,U,1,1
206672,4,1,2,2,2,1,1,1,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,680,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1806,156,14,U,1,4
206672,5,1,2,2,1,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,700,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,1806,156,14,U,1,4
260180,14,1,2,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,2,1,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,145,172,9,R,4,1
260180,11,1,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,250,,2,,,2,,,3,1,3,145,172,9,R,4,1
260180,15,1,1,1,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,145,172,9,R,4,1
260180,12,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,190,,2,,,2,,,3,1,3,145,172,9,R,4,1
260180,19,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,145,172,9,R,4,1
260180,16,1,2,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,4,,2,,,,,2,,2,2,2,2,1,2,9,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,145,172,9,R,4,1
260387,16,1,1,1,1,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,378,176,10,R,4,2
260387,3,1,2,1,1,2,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,198,,2,,,2,,,3,1,3,378,176,10,R,4,2
260387,13,1,1,1,2,2,1,2,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,430,,,2,,,2,,,2,,,2,3,1,378,176,10,R,4,2
260387,17,1,2,2,2,1,1,2,1,2,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,398,,,2,,,2,,,2,,,1,3,1,378,176,10,R,4,2
260387,14,1,2,1,2,2,1,2,2,2,2,4,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,378,176,10,R,4,2
260387,8,1,1,1,1,2,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,219,,2,,,2,,,1,1,1,378,176,10,R,4,2
260387,1,1,2,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,452,,,1,219,,2,,,2,,,1,1,1,378,176,10,R,4,2
260387,7,1,2,2,2,1,1,1,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,390,,,2,,,2,,,2,,,1,3,1,378,176,10,R,4,2
301027,6,1,1,2,2,1,1,1,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,381,218,18,U,2,4
301027,8,1,1,1,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,1,300,,1,1,209,,2,,,2,,,1,1,3,381,218,18,U,2,4
300631,3,1,2,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,1,2,,,2,,,2,,,1,3,3,422,209,24,U,1,4
300631,4,1,1,1,2,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,422,209,24,U,1,4
301044,14,1,1,1,1,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,400,,1,3,3,83,220,15,U,2,1
301044,15,1,1,1,2,2,1,2,2,2,1,,,2,,,,,,,,,,,,,,7,LO CANCELO,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,83,220,15,U,2,1
301044,18,1,2,2,2,1,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,686,,,2,,,,2,,,2,,,2,,,2,2,3,83,220,15,U,2,1
301044,19,1,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,83,220,15,U,2,1
301044,20,1,2,2,2,2,1,2,2,2,2,6,POR INSEGURIDAD,1,2,,,,,,,,1,2,2,2,,,,2,,,,,4,NO TIENE TELEVISION,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,83,220,15,U,2,1
301044,16,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,83,220,15,U,2,1
301044,17,1,1,2,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,83,220,15,U,2,1
300841,11,1,2,1,2,2,1,1,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,560,,,2,,,,2,,,2,,,2,,,2,1,3,748,214,16,U,2,2
300841,3,1,2,1,1,2,1,2,2,2,2,3,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,664,,2,,,1,0,1,1,1,3,748,214,16,U,2,2
300841,4,1,2,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,748,214,16,U,2,2
300841,5,1,2,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,1,3,3,748,214,16,U,2,2
300841,6,1,2,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,748,214,16,U,2,2
300841,7,1,2,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,1,300,,1,2,3,748,214,16,U,2,2
300841,8,1,2,1,2,1,1,1,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,1,1,3,748,214,16,U,2,2
300841,16,1,2,2,2,1,1,2,2,2,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,748,214,16,U,2,2
300841,17,1,2,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,395,,,2,,,2,,,2,,,1,3,1,748,214,16,U,2,2
300841,14,1,2,2,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,4,NOTIENE TELEVISION,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,748,214,16,U,2,2
300841,9,1,2,2,2,1,1,1,1,2,2,,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,748,214,16,U,2,2
300868,19,1,1,2,1,1,1,1,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,479,,,1,200,,2,,,2,,,2,2,2,786,215,16,U,2,2
260180,18,1,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,208,,2,,,2,,,3,2,3,145,172,9,R,4,1
260206,4,1,1,2,2,2,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,9,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,494,173,9,R,4,1
260206,5,1,2,2,2,1,1,2,2,2,2,2,,1,1,2,2,1,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,300,,1,3,3,494,173,9,R,4,1
260206,7,1,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,494,173,9,R,4,1
260206,10,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,494,173,9,R,4,1
260206,8,1,1,1,2,2,1,2,2,1,2,,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,1,260,,1,1,3,494,173,9,R,4,1
260206,9,1,1,1,2,2,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,222,,2,,,2,,,3,2,3,494,173,9,R,4,1
260206,19,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,350,,2,,,2,,,3,1,3,494,173,9,R,4,1
260206,1,1,2,2,2,1,1,2,1,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,219,,,2,,,,2,,,2,,,1,220,,1,1,3,494,173,9,R,4,1
260206,2,1,1,1,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,494,173,9,R,4,1
300908,17,1,1,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,111,216,15,U,2,1
300908,13,1,2,2,2,2,1,2,2,2,2,2,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,600,,1,3,3,111,216,15,U,2,1
207449,2,1,1,2,2,1,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1912,161,14,U,2,4
207539,19,1,1,2,2,1,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,2,1,3255,162,7,U,2,2
207539,20,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,9999,,2,,,2,,,3,1,3,3255,162,7,U,2,2
207539,6,1,2,2,2,2,1,2,2,2,2,4,,2,,,,,,,,,,,,,,1,,2,,,,,4,PORQUE NO TIENE TELEVICION,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3255,162,7,U,2,2
300664,3,1,1,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,6,,2,,,,,4,PORQUE LES PASAN LUZ Y NO SE PUEDEN EXCEDER,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,853,211,22,U,1,2
300664,4,1,1,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,196,,2,,,2,,,3,1,3,853,211,22,U,1,2
300664,5,1,2,1,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,240,,2,,,2,,,3,1,3,853,211,22,U,1,2
260068,4,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,256,167,10,R,4,2
260068,19,1,2,2,2,2,1,2,2,1,2,,,1,1,2,2,2,1,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,0,1,1,3,3,256,167,10,R,4,2
260093,1,1,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,278,168,10,R,4,2
260093,2,1,2,2,1,1,1,2,2,2,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,278,168,10,R,4,2
260093,3,1,1,1,1,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,168,10,R,4,2
